Diabase,,Granite,,Basalt,,Quartzite,,Gneiss,,Marble,,Schist_Flat,,Schist_Perp,,Limestone,,Mudstone,,Sandstone,,Shale,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
282.635038475416,97.354770356567,176.667558313411,75.5013215052135,187.970900702628,81.6522999596212,147.358891043442,81.5963284330762,127.835127388023,33.298892433879,,,24.2076280906868,5.64053623691598,29.15893303234,47.6971348662317,108.488331470877,30.9129780183103,4.50348384037542,1.10218252520501,75.112603156954,9.01424956200351,22.603402751018,6.10823156527332
272.246069997119,93.8974279085959,166.492251582068,73.3948202016404,177.144569091574,80.4266270594904,133.496982430447,79.0234673710651,115.787483865822,33.1308636056181,,,25.7004062295025,5.31368024105231,26.7870114851735,41.6169333552396,80.1307821096305,27.506581487954,5.57235994517929,1.32168134625825,50.7434036694055,6.18798561978428,,
265.533119896834,91.8008648136066,159.032696853995,72.0917267915537,162.939261231681,78.6176549189681,126.679404479048,74.8049764577145,104.857570267638,33.7511473049014,,,28.0084793997373,5.17979546250946,24.0495280985881,35.570408262312,61.8974794930318,25.7790913598706,7.54221904382582,1.6693031437153,37.0810048371256,4.41642055520165,,
253.389270659971,87.0776757327645,153.141158166455,69.6947996961156,149.469509057896,76.0461644577121,121.822103631036,69.643262137004,96.8515082672078,34.7444032580358,,,31.5396601980052,5.24306796646124,22.1673317255124,30.8291583421281,54.0941274888302,25.4468366999721,11.0438170358847,2.08118103246495,30.9952460022868,3.68296153507817,,
245.603510631852,83.5960619071789,146.674751066081,67.0276526634721,137.854689423796,73.3607070216299,123.093534224409,65.1116319374142,88.2388981138488,38.3832703658498,,,,,20.4299814088372,27.174272534195,,,19.1367760099569,2.69765194408046,23.6862733279013,2.84132640125129,,
240.671517874311,81.600613404238,139.725837521201,64.1277993795974,126.118086784016,69.1182997960297,128.95168194596,62.5783467452138,87.8952130107521,41.7575262681252,,,,,18.9534871904022,23.955376887353,,,21.1704451348038,2.80470587324548,20.2480258388943,2.40038934398475,,
235.103697081784,78.3309631617244,136.00859893395,61.9879740024956,116.004616985563,64.9458715942479,137.786963616363,60.367160308301,88.1156961944374,46.6760264810622,,,,,17.4146598434447,20.413993638603,,,25.9132047608928,2.84132640125129,,,,
229.664685168063,75.0777772258669,126.800055837018,59.0091311036215,107.859230353569,60.0608564901365,149.648394199518,59.8434977972896,89.7913715575615,53.4352524211542,,,,,15.9465124285828,17.6314196645274,,,27.107426308142,2.69765194408046,,,,
226.815515614605,72.5012238954097,119.175128570404,55.7260514407461,99.2099469995219,55.8436200535749,,,90.6236548417041,58.7370813944682,,,,,14.4127216945563,14.9197249392791,,,27.118578351061,2.27901130172823,,,,
225.756213388222,70.2205989817274,115.380709067958,53.5868300601434,95.0207929315598,53.1435717064313,,,93.2906007636653,64.8049257466367,,,,,13.5968493236688,12.7198232164488,,,23.7162694457417,1.69109892740432,,,,
227.524477050192,68.1057075844856,108.150455386021,50.7404943397893,90.275307497597,50.0485886761696,,,,,,,,,13.3001041146349,10.9983772545847,,,22.1804553094519,1.41024891624201,,,,
231.825025145358,66.6531355769078,105.842494981107,48.9153047886946,85.5358680528269,47.2596505983008,,,,,,,,,13.0991471455592,9.19555809317972,,,18.1329256343993,1.06011288392613,,,,
243.314771173075,65.5082460514199,104.143904503174,47.0287892877436,79.744611224423,44.7521653668757,,,,,,,,,13.777534019508,8.01478833638716,,,14.8239965084277,0.796908484539692,,,,
253.389270659971,65.6776572715807,101.921444993887,44.7438440625028,74.5461911353382,41.9322030922241,,,,,,,,,14.8744471574613,7.27742217884065,,,7.65376206527207,0.405929584496538,,,,
263.058659627285,66.1517327507762,103.583787084762,42.6636943914038,68.9390715338768,39.0883121494472,,,,,,,,,16.2184773887305,6.60900859862182,,,5.9153730273083,0.305145550927486,,,,
,,106.702151175296,40.7812413237819,63.9258390621412,36.2446962645972,,,,,,,,,17.7963462607264,6.22953247882859,,,4.42047471772305,0.226427711650378,,,,
,,109.618417917255,39.708610297279,59.4372187945479,33.4303036324073,,,,,,,,,20.1096662119325,6.15885425314676,,,3.45493911585529,0.172432735634821,,,,
,,113.529046616171,38.5588825676014,54.8185338185788,30.9186606883689,,,,,,,,,23.4771028252449,6.43018579057854,,,1.47477417456712,0.066026505093133,,,,
,,120.467464838397,37.8285339031265,50.0163747041779,28.5992646109678,,,,,,,,,25.9086495770692,6.8672828715387,,,1.05395913386365,0.043594993748135,,,,
,,127.829930023594,37.7032919445759,46.1297547868304,26.1044557201843,,,,,,,,,,,,,0.861521721044674,0.034516612662045,,,,
,,136.744049794174,38.3752813223497,42.0887415206277,23.8930930783083,,,,,,,,,,,,,0.680972397751559,0.025946841987321,,,,
,,143.544671616551,39.7948526117201,37.8874657866828,21.8724487808236,,,,,,,,,,,,,,,,,,
,,,,34.3825656192297,20.0736420700142,,,,,,,,,,,,,,,,,,
,,,,31.8822738312963,18.5643440181154,,,,,,,,,,,,,,,,,,
,,,,29.1678969698735,17.1260112631746,,,,,,,,,,,,,,,,,,
,,,,26.3983513669483,15.3902449632315,,,,,,,,,,,,,,,,,,
,,,,23.9562881619971,14.0133495421825,,,,,,,,,,,,,,,,,,
,,,,21.9758860041213,12.7917113812673,,,,,,,,,,,,,,,,,,
,,,,20.9912736705869,11.5792678691974,,,,,,,,,,,,,,,,,,
,,,,21.3336420285492,10.3644796986761,,,,,,,,,,,,,,,,,,
,,,,22.3946171258094,9.47120655965133,,,,,,,,,,,,,,,,,,
,,,,23.8274439982982,9.04994140705524,,,,,,,,,,,,,,,,,,
,,,,26.044836041428,8.6904017690272,,,,,,,,,,,,,,,,,,
,,,,28.3919199991939,8.43381097520518,,,,,,,,,,,,,,,,,,
,,,,30.6184890573883,8.29434866163918,,,,,,,,,,,,,,,,,,
,,,,34.3825656192297,8.08921658905077,,,,,,,,,,,,,,,,,,
,,,,39.0280585002303,8.09874920973805,,,,,,,,,,,,,,,,,,
,,,,42.0887415206277,8.11306920786669,,,,,,,,,,,,,,,,,,
,,,,44.7816154171182,8.50099319566085,,,,,,,,,,,,,,,,,,
,,,,46.755889474478,8.93290042150216,,,,,,,,,,,,,,,,,,
,,,,50.8321434063262,9.58222435727902,,,,,,,,,,,,,,,,,,
,,,,52.0808114136034,9.99196801813492,,,,,,,,,,,,,,,,,,
,,,,55.7126258924516,10.5799852742582,,,,,,,,,,,,,,,,,,
,,,,59.2771676333159,11.3219823088954,,,,,,,,,,,,,,,,,,
,,,,64.793525991299,12.30523662771,,,,,,,,,,,,,,,,,,
,,,,68.5682963554397,12.9284212042124,,,,,,,,,,,,,,,,,,
,,,,73.7464835414727,13.7607096270052,,,,,,,,,,,,,,,,,,
,,,,77.8326873874859,14.6497559441779,,,,,,,,,,,,,,,,,,
,,,,82.812489695349,15.3502296613953,,,,,,,,,,,,,,,,,,
,,,,87.165678562747,16.1286241374391,,,,,,,,,,,,,,,,,,
,,,,92.492878521866,17.1695913955696,,,,,,,,,,,,,,,,,,
,,,,96.8313303178777,17.9938961143144,,,,,,,,,,,,,,,,,,
,,,,102.472573488582,18.9550461972553,,,,,,,,,,,,,,,,,,
,,,,108.442466739859,20.1790606703162,,,,,,,,,,,,,,,,,,
,,,,113.835580421175,21.2029773754048,,,,,,,,,,,,,,,,,,
,,,,121.118878802947,22.2167914235583,,,,,,,,,,,,,,,,,,
,,,,126.800055837018,23.4064104749964,,,,,,,,,,,,,,,,,,
,,,,131.678218203624,24.4678794021635,,,,,,,,,,,,,,,,,,
,,,,139.725837521201,25.7062303224357,,,,,,,,,,,,,,,,,,
,,,,148.665616828732,27.2207033525322,,,,,,,,,,,,,,,,,,
,,,,156.480494880635,28.7521295494504,,,,,,,,,,,,,,,,,,
,,,,164.262659222436,30.0522982453824,,,,,,,,,,,,,,,,,,
,,,,175.717386748865,31.6536275480608,,,,,,,,,,,,,,,,,,
,,,,183.464188083609,33.1743327931344,,,,,,,,,,,,,,,,,,
,,,,192.588318625187,34.6744731195016,,,,,,,,,,,,,,,,,,
,,,,204.910284957694,36.5243578143832,,,,,,,,,,,,,,,,,,
,,,,215.681766102322,38.8853137944401,,,,,,,,,,,,,,,,,,
,,,,226.408156957734,41.0742594469823,,,,,,,,,,,,,,,,,,
,,,,241.544370713111,43.3783586358497,,,,,,,,,,,,,,,,,,
,,,,255.616371244696,46.0580024729414,,,,,,,,,,,,,,,,,,
,,,,270.508184709104,48.5182063451726,,,,,,,,,,,,,,,,,,
